iter	Logloss
444	0.2651967128
445	0.2649619565
446	0.264807076
447	0.2646230224
448	0.2643911132
449	0.264182368
450	0.264084754
451	0.2637611694
452	0.2634952036
453	0.2633187151
454	0.2630193442
455	0.262912462
456	0.2627164212
457	0.2624615986
458	0.2623264147
459	0.2621748048
460	0.2619728489
461	0.2617862722
462	0.2616382254
463	0.2611875686
464	0.2610414514
465	0.2607669216
466	0.2604932196
467	0.26028006
468	0.2601766832
469	0.2599512592
470	0.2596621186
471	0.2594146353
472	0.2592219396
473	0.2590408769
474	0.2588176072
475	0.2585929213
476	0.25842108
477	0.2583454896
478	0.2582584111
479	0.2580504028
480	0.2579151974
481	0.257656233
482	0.2573864829
483	0.2572991322
484	0.2570869495
485	0.2569473325
486	0.2568082206
487	0.2566575455
488	0.2564987168
489	0.2562494533
490	0.2560517983
491	0.2558404095
492	0.2556261244
493	0.2555193268
494	0.2552258892
495	0.2550332226
496	0.254922072
497	0.2547078244
498	0.2545590781
499	0.2544368223
500	0.2543547738
501	0.2542201124
502	0.2540124309
503	0.2537922107
504	0.2536693443
505	0.2532665031
506	0.2530007476
507	0.2527422057
508	0.2526305047
509	0.2524914871
510	0.2522942815
511	0.2518890489
512	0.2517635849
513	0.2516330821
514	0.2514444539
515	0.2513231159
516	0.2511555148
517	0.2509722981
518	0.2507447728
519	0.2506104569
520	0.2505220398
521	0.250292674
522	0.249985432
523	0.2497242319
524	0.2495364498
525	0.2493381968
526	0.2492203397
527	0.2489722443
528	0.248819869
52528	0.25601314530529	0.25572081531530	0.25557992532	0.2480434196
533	0.2478093424
534533	0.25508702535534	0.25493232536535	0.25466652537536	0.2545815538	0.2466836665
539	538	0.2541526540	0.2463195921
541	0.2461471441
542	0.2459717242
543	0.2457822807
544	0.2456494679
545	544	0.2530176546	0.2454306712
547	0.2452567751
548	0.2450719844
549	0.2448262975
550	0.2446857486
551	0.2444824693
552	0.2442590819
5552	0.25136052775553	0.25117900215554	0.25098050345555	0.25081134495556	0.25061630015557	0.2505038
558	0.2503926004
55560	0.2426508560	561	0.2423945561	562	0.242291562	0563	0.242205563564	0.24207315564	0.2492387703
565	0.2490498275
566	0.2488784704
567	0.2487759358
568	0.2486094135
569	0.2484935644
5571	0.24086674345572	0.24073999845573	0.2405840253573	0.2480123966
574	0.2479138694
575	0.2476942075
576	0.2475241883
577	0.2472986898
578	0.2468588456
579	0.2467761397
580	0.2465797259
581	0.2463774156
582	0.2462400723
583	0.2460062144
584	0.2458670053
585	0.2456962624
586	0.245556488
587	0.2453639963
588	0.2452425218
589	0.2450558212
590	0.2448355321
591	0.2445852628
592	0.2443891575
593	0.2442688356
594	0.2441629881
595	0.2439725664
596	0.243852463
597	0.2437249617
598	0.2435922811
599	0.2434704764
600	0.2432674167
601	0.2430961025
602	0.2429894692
603	0.2428956487
604	0.2426811421
605	0.2426101913
606	0.2424692058
6608	0.2348085705608	0.2420752742
609	0.2419407729
610	0.2418253432
611	0.2416405379
612	0.2414176934
613	0.2412725498
614	0.2411241771
615	0.2408567872
616	0.2407503724
617	0.2405090077
618	0.2401822483
619	0.2400131848
620	0.2398454155
621	0.239736966
622	0.2393510044
623	0.2391427314
624	0.2390133122
625	0.2388142267
626	0.2384251723
627	0.2382400108
628	0.2381251233
629	0.2377445453
630	0.2375598816
631	0.2374611725
632	0.237288302
633	0.237131947
634	0.2370173584
635	0.2369142272
636	0.2368126854
637	0.236690184
638	0.2365341199
639	0.2363161994
640	0.2361791571
641	0.2359317003
642	0.2357757054
643	0.2356003437
644	0.2354751049
645	0.2353114681
646	0.2352140563
647	0.2351065182
648	0.234971347
649	0.2348281167
650	0.2347453778
651	0.2345959181
652	0.2344699951
653	0.2343461748
654	0.2341957027
655	0.2341150979
656	0.2339716382
657	0.2337461001
658	0.2335537264
659	0.2333651823
660	0.2330563892
661	0.2328385997
662	0.2326610584
663	0.23244224
664	0.2322197758
665	0.2320960469
666	0.2319346622
667	0.2317140938
668	0.2315908038
669	0.2313657189
670	0.2311483428
671	0.2310207376
672	0.2308960117
673	0.2307428913
674	0.230626318
675	0.2305384132
676	0.2303689286
677	0.2302439584
678	0.2300653902
679	0.229940356
680	0.2297815959
681	0.2296921065
682	0.2294734475
683	0.2293357777
684	0.2292087328
685	0.2291315758
686	0.2289206083
687	0.2288405165
688	0.2287405813
689	0.2286100893
690	0.2284944814
691	0.2282978826
692	0.2281957893
693	0.2279833752
694	0.2278682172
695	0.2277166756
696	0.2276329638
697	0.2275024548
698	0.2273954355
699	0.2273186113
700	0.2272417574
701	0.2271319293
702	0.2269719087
703	0.2268352701
704	0.226782067
705	0.2265424495
706	0.2264019826
707	0.2262644346
708	0.2260957473
709	0.2259724489
710	0.2258441092
711	0.2256563685
712	0.2255014975
713	0.2253824142
714	0.2252433745
715	0.2251222426
716	0.2250034899
717	0.2249068252
718	0.2247762996
719	0.224500913
720	0.2243654201
721	0.2242229826
722	0.2240845799
723	0.223958728
724	0.2238746162
725	0.2237776478
726	0.2236909701
727	0.2235105243
728	0.2233423762
729	0.2232590716
730	0.2230440496
731	0.2229868001
732	0.2228760907
733	0.2227555906
734	0.2226722172
735	0.222541219
736	0.2224080346
737	0.2223399256
738	0.2222565806
739	0.2221580038
740	0.2220754836
741	0.2219984957
742	0.2218542264
743	0.221744907
744	0.2215701486
745	0.2214326457
746	0.2213063321
747	0.2212279422
748	0.2210749999
749	0.2209240305
750	0.2208118188
751	0.2206440532
752	0.2205279798
753	0.2203173783
754	0.2201564202
755	0.2200281831
756	0.219923503
757	0.2198250207
758	0.2196871179
759	0.2195518989
760	0.2194178494
761	0.2193172813
762	0.2191584305
763	0.2190518854
764	0.2189255092
765	0.2187766444
766	0.2187092606
767	0.2186226645
768	0.218573465
769	0.21848418771770	0.218287407
771	0.2181591759
772	0.2180478874
773	0.2178471792
774	0.2177315081
775	0.21764950177776	0.2174515922
777	0.2172906862
778	0.2171084592
779	0.2169936853
780	0.216854957
781	0.2167078085
782	0.2166278004
783	0.2164439358
784	0.2163502404
785	0.2162886179
786	0.2161806647
787	0.2160993268
788	0.215875035
789	0.2158073552
790	0.2156744741
791	0.2155258498
792	0.2154164203
793	0.215362236
794	0.2152927208
795	0.2150963334
796	0.2149777687
797	0.2147797099
798	0.2146829845
799	0.2144992272
800	0.2143947354
801	0.2142004648
802	0.2140290378
803	0.2138607385
804	0.2136955066
805	0.2135200157
806	0.213398484
807	0.2133253541
808	0.2131790451
809	0.2130710286
810	0.2129201756
811	0.212817248
812	0.2127065917
813	0.2125657425
814	0.2123937309
815	0.212339516
816	0.2122676265
817	0.2121003866
818	0.2119855012
819	0.211795104
820	0.2116606941
821	0.2114936421
822	0.2114330873
823	0.2113330206
824	0.2111462622
825	0.2110533198
826	0.2108977155
827	0.2108173094
828	0.2107622952
829	0.2106230952
830	0.2105435299
831	0.2103910707
832	833	0.2041507833	0.210212501
834	0.2100824002
835	0.2100405204
836	0.2098069686
837	0.2096748243
838	0.2095758077
839	0.2094256773
840	0.2093143387
841	0.2092266285
842	0.2091198619
843	0.2090460206
844	0.208936343
845	0.2088272885
846	0.2086559621
847	0.2085665118
848	0.2083143852
849	0.2082638698
850	0.2081419056
851	0.2080536379
852	0.2078920985
853	0.2078086831
854	0.20769622
855	0.2075747014
856	0.2074893582
857	0.2073634311
858	0.2072137197
859	0.207130145
860	0.2070466976
861	0.2068334864
862	0.2066774385
863	0.2065478429
864	0.2064654531
865	0.2064093034
866	0.2062505433
867	0.2061416837
868	0.2060037348
869	0.2058946059
870	0.2057485905
871	0.2056359427
872	0.2054349915
873	0.2053738576
874	0.2051808389
875	0.2050878862
876	0.204990403
877	0.2048753709
878	0.2047486801
879	0.2045975284
880	0.2044982946
881	0.2043797931
882	0.204151404
883	0.2040932196
884	0.2039409361
885	0.2037766106
886	0.2036604863
887	0.2035489557
888	0.2034147271
889	0.2033011001
890	0.2032122906
891	0.2031318339
892	0.2030051629
893	0.2028296075
894	0.2027374727
895	0.2025254895
896	0.2024322665
897	0.2022949436
898	0.2021336423
899	0.202065136
900	0.2019286422
901	0.2018273644
902	0.2017492435
903	0.2016268239
904	0.2014205754
905	0.2013331878
906	0.2012034859
907	0.2011128393
908	0.2010200217
909	0.2009567394
910	0.2009102895
911	0.2008576512
912	0.200684712
913	0.2005888563
914	0.2005114047
915	0.2004035791
916	0.2002794035
917	0.2001702909
918	0.2000506921
919	0.1998588196
920	0.1997729218
921	0.199631312
922	0.1994782552
923	0.199444717
924	0.1993536986
925	0.1992729246
926	0.1991100386
927	0.1989420051
928	0.1987920268
929	0.1987155471
930	0.1985818695
931	0.1984926659
932	0.1983830959
933	0.1982574022
934	0.1981062036
935	0.1979894109
936	0.1978930747
937	0.1977512186
938	0.1976060139
939	0.1974859112
940	0.1974006631
941	0.1972691585
942	0.1971561957
943	0.1970557777
944	0.1969312002
945	0.1968164183
946	0.1966700211
947	0.1965482459
948	0.1964289946
949	0.1963467708
950	0.1962134086
951	0.1960513527
952	0.1958711808
953	0.1957343296
954	0.1956618269
955	0.1955355455
956	0.1953986283
957	0.1953131887
958	0.1951150375
959	0.1949647498
960	0.194828948
961	0.1946972837
962	0.1945472423
963	0.1944036907
964	0.1943343354
965	0.1942720719
966	0.1941988034
967	0.1940741699
968	0.1939716524
969	0.1938791757
970	0.1937676225
971	0.1936376171
972	0.1935231004
973	0.1934041545
974	0.1932981069
975	0.1931854098
976	0.1931035553
977	0.1930380359
978	0.1929437346
979	0.1927949081
980	0.1927018266
981	0.1925574294
982	0.1924779321
983	0.1923619274
984	0.1922255909
985	0.192088652
986	0.1920040194
987	0.1919265057
988	0.1918446292
989	0.1918112148
990	0.191750206
991	0.1915773025
992	0.1914565043
993	0.1913743181
994	0.1912584099
995	0.1911647545
996	0.1910639531
997	0.1909357645
998	0.1908166192
999	0.1907312307
